Concept1,Concept2,Concept1_URI_withoutiid,Concept2_URI_withoutiid,internal_ID_for_concept1,internal_ID_for_concept2,Code_Concept1,Code_Concept2,Definition_Concept1,Definition_Concept2,concept1_mandatory_or_not,concept2_mandatory_or_not,Relation_URI,Concept_1_URL,Concept_2_URL
morphology,low,morphology,low,M_Meningioma_39,M_Meningioma_122,C17943,C54722,"The science of the form and structure of organisms (plants, animals, and other forms of life), or of their parts, and the study or science of the same. In pathology, the specific appearance of cells and tissues (normal and abnormal) under the light or electron microscope.","A minimum level or position or degree; less than normal in degree, intensity or amount.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C17943,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C54722
morphology,moderate,morphology,moderate,M_Meningioma_39,M_Meningioma_123,C17943,C61376,"The science of the form and structure of organisms (plants, animals, and other forms of life), or of their parts, and the study or science of the same. In pathology, the specific appearance of cells and tissues (normal and abnormal) under the light or electron microscope.","Middling or intermediate in degree, quality or extent.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C17943,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C61376
morphology,high,morphology,high,M_Meningioma_39,M_Meningioma_124,C17943,C25227,"The science of the form and structure of organisms (plants, animals, and other forms of life), or of their parts, and the study or science of the same. In pathology, the specific appearance of cells and tissues (normal and abnormal) under the light or electron microscope.",An elevated level or position or degree; greater than normal in degree or intensity or amount.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C17943,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25227
presenting symptoms and signs,motor weakness,presenting_symptoms_and_signs,motor_weakness,M_Meningioma_40,M_Meningioma_126,C168433,C50658,Symptoms and signs present with the chief complaint.,A reduction in the strength of one or more muscles.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433
presenting symptoms and signs,meningismus,presenting_symptoms_and_signs,meningismus,M_Meningioma_40,M_Meningioma_127,C168433,C79694,Symptoms and signs present with the chief complaint.,"A condition marked by headache, fever, and a stiff neck, which is caused when the meninges (three thin layers of tissue that cover and protect the brain and spinal cord) become irritated. Meningeal syndrome may be caused by blood, cancer cells, or substances from the breakdown of cancer cells that get into the cerebrospinal fluid (CSF). It may also be caused by infection with a bacterium, virus, or fungus.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C79694
presenting symptoms and signs,Headache,presenting_symptoms_and_signs,Headache,M_Meningioma_40,M_Meningioma_128,C168433,C34661,Symptoms and signs present with the chief complaint.,Pain in any region of the head.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C34661
presenting symptoms and signs,sensory loss,presenting_symptoms_and_signs,sensory_loss,M_Meningioma_40,M_Meningioma_129,C168433,C182234,Symptoms and signs present with the chief complaint.,"Attribution
Any loss of sensation.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C182234
presenting symptoms and signs,Asymptomatic,presenting_symptoms_and_signs,Asymptomatic,M_Meningioma_40,M_Meningioma_130,C168433,C3833,Symptoms and signs present with the chief complaint.,Having no signs or symptoms of disease,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C3833
presenting symptoms and signs,Seizures,presenting_symptoms_and_signs,Seizures,M_Meningioma_40,M_Meningioma_131,C168433,SNOMED CT - 91175000,Symptoms and signs present with the chief complaint.,A transient occurrence of signs and/or symptoms due to abnormal excessive or synchronous neuronal activity in the brain.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433
presenting symptoms and signs,cerebellar features,presenting_symptoms_and_signs,cerebellar_features,M_Meningioma_40,M_Meningioma_132,C168433,,Symptoms and signs present with the chief complaint.,"Lesions of the cerebellum produce neurological signs that are easy to recognize and have been shown to have excellent inter-rater reliability.[1] These signs evolve secondary to lesions in the vestibulocerebellar, vestibulospinal, and cerebellar ocular motor tracts. However, many signs, such as gait ataxia and nystagmus, may present in non-cerebellar lesions. A detailed neurological exam and a good history assist in accurate localization.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://www.ncbi.nlm.nih.gov/books/NBK556080/
presenting symptoms and signs,other specify,presenting_symptoms_and_signs,other_specify,M_Meningioma_40,M_Meningioma_133,C168433,C157106,Symptoms and signs present with the chief complaint.,A directive to indicate a response not listed.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C157106
presenting symptoms and signs,preoperative KPS score,presenting_symptoms_and_signs,preoperative_KPS_score,M_Meningioma_40,M_Meningioma_134,C168433,C100417,Symptoms and signs present with the chief complaint.,Karnofsky Performance Status Scale (KPS Scale) Karnofsky Performance Status.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C100417
presenting symptoms and signs,Loss of consciousness,presenting_symptoms_and_signs,Loss_of_consciousness,M_Meningioma_40,M_Meningioma_135,C168433,C50635,Symptoms and signs present with the chief complaint.,A level of awareness that can be described as consistently not responsive to stimuli.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50635
presenting symptoms and signs,Vertigo,presenting_symptoms_and_signs,Vertigo,M_Meningioma_40,M_Meningioma_136,C168433,C38057,Symptoms and signs present with the chief complaint.,A disorder characterized by a sensation as if the external world were revolving around the patient (objective vertigo) or as if he himself were revolving in space (subjective vertigo).,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C38057
presenting symptoms and signs,carnial nerve deficits,presenting_symptoms_and_signs,carnial_nerve_deficits,M_Meningioma_40,M_Meningioma_137,C168433,C26733,Symptoms and signs present with the chief complaint.,A neoplastic or non-neoplastic disorder that affects one of the cranial nerves.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C168433,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26733
peri-tumoral edema,present,peri_tumoral_edema,present,M_Meningioma_41,M_Meningioma_138,C121674,C25626,An intracranial edema that develops around a tumor in the meninges or brain.,Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C121674,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
peri-tumoral edema,absent,peri_tumoral_edema,absent,M_Meningioma_41,M_Meningioma_139,C121674,C48190,An intracranial edema that develops around a tumor in the meninges or brain.,Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C121674,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
prominent nucleoli,present,prominent_nucleoli,present,M_Meningioma_42,M_Meningioma_138,C49026,C25626,Inclusion-Like Nucleoli,Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49026,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
prominent nucleoli,absent,prominent_nucleoli,absent,M_Meningioma_42,M_Meningioma_139,C49026,C48190,Inclusion-Like Nucleoli,Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49026,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
Homozygous deletion of CDKN2A and /or CDKN2B,present,Homozygous_deletion_of_CDKN2A_and_or_CDKN2B,present,M_Meningioma_43,M_Meningioma_138,C185173,C25626,A molecular abnormality referring to the loss of both copies of the CDKN2B gene.,Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C185173,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
Homozygous deletion of CDKN2A and /or CDKN2B,not done,Homozygous_deletion_of_CDKN2A_and_or_CDKN2B,not_done,M_Meningioma_43,M_Meningioma_140,C185173,C49484,A molecular abnormality referring to the loss of both copies of the CDKN2B gene.,"Indicates a task, process or examination that has either not been initiated or completed. (NCI)",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C185173,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49484
Homozygous deletion of CDKN2A and /or CDKN2B,absent,Homozygous_deletion_of_CDKN2A_and_or_CDKN2B,absent,M_Meningioma_43,M_Meningioma_139,C185173,C48190,A molecular abnormality referring to the loss of both copies of the CDKN2B gene.,Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C185173,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
tert promoter mutation,present,tert_promoter_mutation,present,M_Meningioma_44,M_Meningioma_138,C160585,C25626,A molecular abnormality indicating mutation in the promoter region of the TERT gene.,Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160585,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
tert promoter mutation,not done,tert_promoter_mutation,not_done,M_Meningioma_44,M_Meningioma_140,C160585,C49484,A molecular abnormality indicating mutation in the promoter region of the TERT gene.,"Indicates a task, process or examination that has either not been initiated or completed. (NCI)",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160585,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49484
tert promoter mutation,absent,tert_promoter_mutation,absent,M_Meningioma_44,M_Meningioma_139,C160585,C48190,A molecular abnormality indicating mutation in the promoter region of the TERT gene.,Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160585,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
brain invasion,present,brain_invasion,present,M_Meningioma_45,M_Meningioma_138,C20625,C25626,"The local spread of tumor cells of a malignant neoplasm through infiltration or destruction of adjacent tissue; for epithelial neoplasms, invasion signifies infiltration beneath the epithelial basement membrane.",Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C20625,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
brain invasion,brain parenchyma not included in the section,brain_invasion,brain_parenchyma_not_included_in_the_section,M_Meningioma_45,M_Meningioma_141,C20625,C12439 AND C48661,"The local spread of tumor cells of a malignant neoplasm through infiltration or destruction of adjacent tissue; for epithelial neoplasms, invasion signifies infiltration beneath the epithelial basement membrane.","An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning; The finding is not present, but a value of 'none' cannot be unequivocally established absence in the current context",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C20625,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12439 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48661
brain invasion,adherent brain parenchyma but no invasion,brain_invasion,adherent_brain_parenchyma_but_no_invasion,M_Meningioma_45,M_Meningioma_142,C20625,C49487 AND C12439 AND C75004,"The local spread of tumor cells of a malignant neoplasm through infiltration or destruction of adjacent tissue; for epithelial neoplasms, invasion signifies infiltration beneath the epithelial basement membrane.",The non-affirmative response to a question; An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning; The movement of one cell type into an area normally occupied by a different cell type.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C20625,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49487 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12439 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C75004
brain invasion,absent,brain_invasion,absent,M_Meningioma_45,M_Meningioma_139,C20625,C48190,"The local spread of tumor cells of a malignant neoplasm through infiltration or destruction of adjacent tissue; for epithelial neoplasms, invasion signifies infiltration beneath the epithelial basement membrane.",Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C20625,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
Hemorrhage,present,Hemorrhage,present,M_Meningioma_46,M_Meningioma_138,C26791,C25626,"In medicine, loss of blood from damaged blood vessels. A hemorrhage may be internal or external, and usually involves a lot of bleeding in a short time.",Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26791,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
Hemorrhage,absent,Hemorrhage,absent,M_Meningioma_46,M_Meningioma_139,C26791,C48190,"In medicine, loss of blood from damaged blood vessels. A hemorrhage may be internal or external, and usually involves a lot of bleeding in a short time.",Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C26791,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
mitotic activity,present,mitotic_activity,present,M_Meningioma_47,M_Meningioma_138,C35959,C25626,Having to do with the presence of dividing (proliferating) cells. Cancerous tissue generally has more mitotic activity than normal tissues.,Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C35959,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
mitotic activity,absent,mitotic_activity,absent,M_Meningioma_47,M_Meningioma_139,C35959,C48190,Having to do with the presence of dividing (proliferating) cells. Cancerous tissue generally has more mitotic activity than normal tissues.,Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C35959,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
intra-tumoral cysts,present,intra_tumoral_cysts,present,M_Meningioma_48,M_Meningioma_138,C41454,C25626,"A finding consisting of multilocular cysts lined by fine septa containing fine flocculent eosinophilic material or, in some tissues, blood. The cysts are not lined by endothelial cells and do not compress the surrounding parenchyma. This does not include congenital polycystic change. 
A microscopic finding indicating the formation of cystic structures in a tissue sample.",Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C41454,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
intra-tumoral cysts,absent,intra_tumoral_cysts,absent,M_Meningioma_48,M_Meningioma_139,C41454,C48190,"A finding consisting of multilocular cysts lined by fine septa containing fine flocculent eosinophilic material or, in some tissues, blood. The cysts are not lined by endothelial cells and do not compress the surrounding parenchyma. This does not include congenital polycystic change. 
A microscopic finding indicating the formation of cystic structures in a tissue sample.",Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C41454,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
in this post op MRI Residual disease,present,in_this_post_op_MRI_Residual_disease,present,M_Meningioma_49,M_Meningioma_138,C4809,C25626,"Cancer cells that remain after attempts to remove the cancer have been made. NCI-GLOSS 
The persistence of tumor cells in the body following cancer treatment.",Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4809,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
in this post op MRI Residual disease,absent,in_this_post_op_MRI_Residual_disease,absent,M_Meningioma_49,M_Meningioma_139,C4809,C48190,"Cancer cells that remain after attempts to remove the cancer have been made. NCI-GLOSS 
The persistence of tumor cells in the body following cancer treatment.",Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4809,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
Flair Changes,present,Flair_Changes,present,M_Meningioma_50,M_Meningioma_138,C82392 AND C25446,C25626,"A magnetic resonance imaging (MRI) pulse sequence that uses an inversion recovery technique to null fluids present in the imaging area, improving clarity of the object of interest. The act of alteration or modification; changed or altered in form or character.",Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C82392 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25446,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
Flair Changes,absent,Flair_Changes,absent,M_Meningioma_50,M_Meningioma_139,C82392 AND C25446,C48190,"A magnetic resonance imaging (MRI) pulse sequence that uses an inversion recovery technique to null fluids present in the imaging area, improving clarity of the object of interest. The act of alteration or modification; changed or altered in form or character.",Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C82392 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25446,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
sheeting,present,sheeting,present,M_Meningioma_51,M_Meningioma_138,C42587,C25626,Sheet-Like Growth Pattern,Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C42587,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
sheeting,absent,sheeting,absent,M_Meningioma_51,M_Meningioma_139,C42587,C48190,Sheet-Like Growth Pattern,Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C42587,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
necrosis,present,necrosis,present,M_Meningioma_52,M_Meningioma_138,C16897,C25626,"A cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents.",Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16897,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
necrosis,absent,necrosis,absent,M_Meningioma_52,M_Meningioma_139,C16897,C48190,"A cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents.",Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16897,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
dural tail,present,dural_tail,present,M_Meningioma_53,M_Meningioma_138,C49332 AND C77663,C25626,"The outermost, toughest, and most fibrous of the membranes (meninges) that surround and protect the brain.A flexible appendage caudal to the sacrum.",Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49332 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C77663,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
dural tail,absent,dural_tail,absent,M_Meningioma_53,M_Meningioma_139,C49332 AND C77663,C48190,"The outermost, toughest, and most fibrous of the membranes (meninges) that surround and protect the brain.A flexible appendage caudal to the sacrum.",Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49332 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C77663,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
psammomatous calcification,present,psammomatous_calcification,present,M_Meningioma_54,M_Meningioma_138,,C25626,"Psammomatous calcification refers to the presence of concentrically laminated, round, calcified structures (psammoma bodies) within tissues, usually associated with certain tumors or chronic pathological processes.",Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
psammomatous calcification,absent,psammomatous_calcification,absent,M_Meningioma_54,M_Meningioma_139,,C48190,"Psammomatous calcification refers to the presence of concentrically laminated, round, calcified structures (psammoma bodies) within tissues, usually associated with certain tumors or chronic pathological processes.",Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
Diffusion Restriction,present,Diffusion_Restriction,present,M_Meningioma_55,M_Meningioma_138,C182357,C25626,A radiologic finding seen as high-signal intensity on diffusion weighted imaging with corresponding reduced apparent diffusion coefficient (ADC) values. ADC is a measurement of the diffusion of water molecules in a given tissue.,Being or existing in a specified place or at the specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C182357,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25626
Diffusion Restriction,absent,Diffusion_Restriction,absent,M_Meningioma_55,M_Meningioma_139,C182357,C48190,A radiologic finding seen as high-signal intensity on diffusion weighted imaging with corresponding reduced apparent diffusion coefficient (ADC) values. ADC is a measurement of the diffusion of water molecules in a given tissue.,Not existing in a specified place at a specified time.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C182357,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48190
T1,Iso-intense,T1,Iso_intense,M_Meningioma_56,M_Meningioma_143,C180727,C28044,A method of magnetic resonance imaging (MRI) that creates contrast between tissues based on differences in the longitudinal relaxation of a tissue's net magnetization vector; it measures the time taken for spinning protons to realign with the external magnetic field. This MRI sequence is produced by using short time to echo (TE) and repetition times (TR).,"Areas that have the same intensity as other objects on imaging scans. 
Having the same intensity as another object. Used to describe the results of imaging tests, such as x-rays, MRIs, or CT scans.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C180727,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C28044
T1,Hyper-intensity,T1,Hyper_intensity,M_Meningioma_56,M_Meningioma_144,C180727,C182328,A method of magnetic resonance imaging (MRI) that creates contrast between tissues based on differences in the longitudinal relaxation of a tissue's net magnetization vector; it measures the time taken for spinning protons to realign with the external magnetic field. This MRI sequence is produced by using short time to echo (TE) and repetition times (TR).,Areas of high intensity on types of imaging scans; they appear lighter in color and are often seen with various disease processes.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C180727,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C182328
T1,Hypo-intensity,T1,Hypo_intensity,M_Meningioma_56,M_Meningioma_145,C180727,C182326,A method of magnetic resonance imaging (MRI) that creates contrast between tissues based on differences in the longitudinal relaxation of a tissue's net magnetization vector; it measures the time taken for spinning protons to realign with the external magnetic field. This MRI sequence is produced by using short time to echo (TE) and repetition times (TR).,Areas of low intensity on types of imaging scans; they appear darker in color and are often seen with various disease processes.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C180727,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C182326
T2,Iso-intense,T2,Iso_intense,M_Meningioma_57,M_Meningioma_143,C156447,C28044,MRI imaging based on the observed T2 relaxation time of tissues.,"Areas that have the same intensity as other objects on imaging scans. 
Having the same intensity as another object. Used to describe the results of imaging tests, such as x-rays, MRIs, or CT scans.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C156447,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C28044
T2,Hyper-intensity,T2,Hyper_intensity,M_Meningioma_57,M_Meningioma_144,C156447,C182328,MRI imaging based on the observed T2 relaxation time of tissues.,Areas of high intensity on types of imaging scans; they appear lighter in color and are often seen with various disease processes.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C156447,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C182328
T2,Hypo-intensity,T2,Hypo_intensity,M_Meningioma_57,M_Meningioma_145,C156447,C182326,MRI imaging based on the observed T2 relaxation time of tissues.,Areas of low intensity on types of imaging scans; they appear darker in color and are often seen with various disease processes.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C156447,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C182326
adjuvant RT,Radio surgery received,adjuvant_RT,Radio_surgery_received,M_Meningioma_58,M_Meningioma_146,C15675,C160345,Another treatment used together with the primary treatment. Its purpose is to assist the primary treatment.,None,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C15675,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160345
adjuvant RT,Radio surgery not received,adjuvant_RT,Radio_surgery_not_received,M_Meningioma_58,M_Meningioma_147,C15675,C160346,Another treatment used together with the primary treatment. Its purpose is to assist the primary treatment.,Radiation Therapy Not Received,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C15675,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C160346
adjuvant RT,time interval,adjuvant_RT,time_interval,M_Meningioma_58,M_Meningioma_148,C15675,C25330,Another treatment used together with the primary treatment. Its purpose is to assist the primary treatment.,The length of time during which something continues.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C15675,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25330
